,ID,name,category,main_category,currency,deadline,launched,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,timeline,duration
264727,416622144,Waveform - Indie game by Eden Industries,Video Games,Games,USD,2012-01-03 00:00:00,2011-11-09 16:37:00,failed,106,US,3762.73,3762.73,8000.0,54,54
264791,416944514,Reteaching Gender & Sexuality,Documentary,Film & Video,USD,2011-01-23 00:00:00,2010-11-24 09:04:00,successful,261,US,11021.5,11021.5,10000.0,59,59
264911,417633235,Rockit 8 Bit Synth Kit,Sound,Technology,USD,2011-08-27 00:00:00,2011-06-28 15:04:00,successful,169,US,15130.0,15130.0,10000.0,59,59
264931,417742765,BELAND,Indie Rock,Music,USD,2012-05-08 00:00:00,2012-03-11 20:18:00,successful,148,US,11113.92,11113.92,11000.0,57,57
265049,418364129,DOTS911: Mobile Phone Signal Finder and Enhancer (Canceled),Hardware,Technology,USD,2014-02-22 00:00:00,2013-12-24 20:53:00,canceled,159,US,9266.0,9266.0,100000.0,59,59
265137,418721006,H&B's Guac Shac Guacamole,Farmer's Markets,Food,USD,2014-08-19 00:00:00,2014-06-20 18:46:00,successful,225,US,40509.0,40509.0,40000.0,59,59
265378,419971278,Dust Bunny: A Graphic Novel by Brett Brooks,Comics,Comics,USD,2011-09-18 00:00:00,2011-07-20 04:25:00,successful,156,US,7240.0,7240.0,2000.0,59,59
265525,420796039,ERLIK Eyewear: Sunglasses & Ophthalmic Frames for Women/Men,Product Design,Design,USD,2011-06-13 00:00:00,2011-04-14 19:48:00,successful,128,US,25580.0,25580.0,18000.0,59,59
265590,42108967,Sankakkei â€“ 3D fractal puzzle based on sacred geometry,Product Design,Design,EUR,2015-06-18 00:00:00,2015-04-19 15:28:00,successful,112,NL,6543.49,6841.58,6779.43,59,59
265611,42118944,The Dirty Youth - Gold Dust Album,Rock,Music,GBP,2014-12-02 00:00:00,2014-10-03 21:33:00,successful,223,GB,8105.12,7844.05,5490.02,59,59
265651,421387814,BRAINtellect 2,Wearables,Technology,USD,2016-01-23 00:00:00,2015-11-24 19:11:00,successful,104,US,95020.0,95020.0,25000.0,59,59
265830,422356797,SOWATCH,Design,Design,USD,2016-11-05 00:00:00,2016-09-07 17:06:00,successful,2875,US,41846.0,362465.0,100000.0,58,58
265833,422366094,The Drop Box,Documentary,Film & Video,USD,2011-10-31 00:00:00,2011-09-05 12:31:00,successful,184,US,20640.25,20640.25,20000.0,55,55
265918,42275504,I fidanzati della morte - Engaged to Death,Film & Video,Film & Video,EUR,2017-05-06 00:00:00,2017-03-07 10:14:00,successful,372,IT,1644.16,24970.09,21751.9,59,59
266046,423350076,BIKI: First Bionic Wireless Underwater Fish Drone,Robots,Technology,USD,2017-07-21 00:00:00,2017-05-22 18:17:00,successful,411,US,41313.0,222232.0,20000.0,59,59
266118,423861553,DUEL: (public vs private),Performance Art,Art,USD,2012-03-02 00:00:00,2012-01-02 20:08:00,successful,103,US,10020.0,10020.0,10000.0,59,59
266161,424064048,Help fund WORTH's debut record!,Indie Rock,Music,USD,2011-12-05 00:00:00,2011-10-14 23:23:00,successful,155,US,18493.29,18493.29,15000.0,51,51
266192,424253160,From Grass to Cheese: A documentary about the Nolan family dairy farm.,Documentary,Film & Video,USD,2010-04-24 00:00:00,2010-02-19 03:13:00,failed,127,US,10200.0,10200.0,28000.0,63,63
266286,424739896,Light Insoles: A New Approach to Custom Footwear,Footwear,Fashion,USD,2015-05-26 00:00:00,2015-03-29 18:46:00,failed,181,US,26358.0,26358.0,50000.0,57,57
266354,425110249,Disaster Prep Made Practical: Your Personal Lifetime Mentor,Web,Technology,USD,2016-01-29 00:00:00,2015-12-02 00:37:00,successful,197,US,4154.0,4154.0,2000.0,57,57
266376,425200722,Branded on My Arm and in My Soul --- A Holocaust Memoir,Nonfiction,Publishing,USD,2011-05-19 00:00:00,2011-02-17 20:02:00,successful,177,US,25002.0,25002.0,25000.0,90,90
266904,427936561,City-Wide Open Studios 2016 New Haven,Public Art,Art,USD,2016-09-06 00:00:00,2016-07-15 06:06:00,successful,359,US,2617.0,30356.0,25000.0,52,52
266918,427986508,Bad Elf ADS-B â€“ Affordable Weather & Traffic Receiver,Flight,Technology,USD,2016-01-15 00:00:00,2015-11-16 03:05:00,canceled,637,US,230002.01,230002.01,500000.0,59,59
267022,428504285,Knights of the Dinner Table: Live Action Series (KODT: LAS),Film & Video,Film & Video,USD,2014-02-06 00:00:00,2013-12-09 01:23:00,successful,795,US,69525.64,69525.64,60000.0,58,58
267117,428927294,Day of Reckoning,Action,Film & Video,USD,2015-11-27 00:00:00,2015-09-28 20:00:00,successful,102,US,20574.0,20574.0,20000.0,59,59
267120,428935108,Memento: Aurora Chronicles,Video Games,Games,GBP,2013-02-23 00:00:00,2012-12-25 13:36:00,successful,307,GB,11036.13,10264.6,7517.1,59,59
267156,429103069,Berd Bears - Old World Meets New,Crafts,Crafts,USD,2012-07-02 00:00:00,2012-05-08 15:16:00,successful,189,US,17318.0,17318.0,5000.0,54,54
267316,429974316,"ANNA HAAS RECORDS HER DEBUT ALBUM, ""CRAZY IS"" !",Rock,Music,USD,2010-12-13 00:00:00,2010-09-14 19:56:00,successful,121,US,8475.04,8475.04,8000.0,89,89
267377,43027164,Fanny Perreault - Premier Mini-Album,R&B,Music,CAD,2017-05-24 00:00:00,2017-03-28 20:54:00,successful,108,CA,1103.77,5213.87,5198.28,56,56
267482,430897661,Lifepack: Solar Powered & Anti-Theft Backpack,Product Design,Design,USD,2016-04-28 00:00:00,2016-02-29 15:01:00,successful,3705,US,613917.5,613917.5,20000.0,58,58
267573,431388466,Polaroid Hotel,Photography,Photography,USD,2011-01-22 00:00:00,2010-11-23 22:00:00,successful,166,US,13618.0,13618.0,12500.0,59,59
267613,431595117,CHIPSÂ® - Universal Bluetooth Wireless All-In-One Headphones,Wearables,Technology,USD,2015-01-31 00:00:00,2014-12-02 16:00:00,successful,902,US,123818.0,123818.0,30000.0,59,59
267619,431625242,ANONMAL VOLUME I: A Modest Bestiary,Illustration,Art,USD,2013-12-19 00:00:00,2013-10-20 16:46:00,successful,188,US,10664.0,10664.0,5000.0,59,59
267628,431652601,The 2015 MostRadâ„¢ Minimalist Wallet (RFID Protection),Product Design,Design,USD,2015-09-17 00:00:00,2015-07-19 06:10:00,successful,1207,US,46015.0,46015.0,10000.0,59,59
267643,431720390,Help Us Edit Our Asexuality Documentary,Documentary,Film & Video,USD,2010-08-21 00:00:00,2010-06-21 18:24:00,successful,204,US,11073.0,11073.0,10000.0,60,60
267814,43263187,#SurvivorPrivilege: The real price we pay for sexual assault,Anthologies,Publishing,USD,2016-08-07 00:00:00,2016-06-08 17:35:00,failed,108,US,3640.0,3856.0,20000.0,59,59
267859,432884215,Dreaming Spires,Tabletop Games,Games,USD,2013-12-01 00:00:00,2013-10-07 01:19:00,successful,641,US,35551.89,35551.89,5000.0,54,54
267963,433445952,Violin Around the World - A New Documentary Series,Film & Video,Film & Video,USD,2011-04-24 00:00:00,2011-02-22 21:29:00,successful,131,US,10516.0,10516.0,10000.0,60,60
268013,433680437,Guardians Chronicles,Tabletop Games,Games,USD,2013-06-18 00:00:00,2013-04-19 07:48:00,successful,615,US,120571.02,120571.02,40000.0,59,59
268090,434022705,Mag ICreatum : The All-in-One 3D Machine,3D Printing,Technology,EUR,2017-06-19 00:00:00,2017-04-20 18:11:00,suspended,113,IT,31174.11,35795.99,55865.3,59,59
268123,43425281,Augustine's Debut Album,Music,Music,USD,2012-03-10 00:00:00,2012-01-10 21:37:00,successful,371,US,14673.0,14673.0,10000.0,59,59
268189,434591846,"Sea Tea Improv's Comedy Theater in Hartford, CT",Spaces,Theater,USD,2015-05-26 00:00:00,2015-03-27 22:54:00,successful,392,US,60180.0,60180.0,35000.0,59,59
268228,434767355,DIVERSA FESTIVAL MÃºsica+InclusiÃ³n+UniÃ³n,Electronic Music,Music,MXN,2017-01-09 00:00:00,2016-11-15 17:11:00,successful,286,MX,115.76,12075.04,11544.68,54,54
268269,435004949,Sufi Qawwali - A documentary by Fanna-Fi-Allah,Documentary,Film & Video,USD,2014-01-14 00:00:00,2013-11-15 08:24:00,successful,308,US,18307.1,18307.1,15000.0,59,59
268400,435724375,Packed Pixels - An extra monitor for your laptop!,Technology,Technology,GBP,2014-11-29 00:00:00,2014-10-06 09:59:00,successful,327,GB,96233.79,94520.96,94114.69,53,53
268440,435916343,SPECTER Oligospheres | Reduce Stress & Increase Productivity,Product Design,Design,USD,2016-09-16 00:00:00,2016-07-18 16:30:00,successful,450,US,4505.0,46696.0,10000.0,59,59
268457,43603813,Help Thulium Release Their First Album,Rock,Music,GBP,2013-07-06 00:00:00,2013-05-07 04:23:00,successful,321,GB,8191.36,7948.57,7554.24,59,59
268746,437598469,THRESHOLDS VR,Conceptual Art,Art,GBP,2017-02-10 00:00:00,2016-12-12 12:43:00,successful,243,GB,7320.55,30950.99,24924.29,59,59
268833,43802965,California Headphones - Premium Metal & Leather Design,Product Design,Design,USD,2012-08-12 00:00:00,2012-06-13 07:15:00,successful,1400,US,220158.66,220158.66,100000.0,59,59
269015,438934651,"The ""Hawthorn"" automatic watch by Melbourne Watch Company",Fashion,Fashion,AUD,2014-04-22 00:00:00,2014-02-21 05:29:00,successful,159,AU,46491.96,47968.59,13939.22,59,59
269045,439097807,primavera. by mario castro quintet,Jazz,Music,USD,2012-01-02 00:00:00,2011-11-03 16:28:00,successful,107,US,4085.0,4085.0,4000.0,59,59
269054,439128383,NanoLight - The world's most energy efficient lightbulb!,Technology,Technology,USD,2013-03-08 00:00:00,2013-01-07 16:02:00,successful,5746,US,273278.79,273278.79,20000.0,59,59
269056,439132749,ToneX - The Resistance Workout Vest,Product Design,Design,USD,2016-12-30 00:00:00,2016-11-01 15:01:00,failed,404,US,19055.0,48146.0,50000.0,58,58
269138,439542355,The Docent Educator Online,Periodicals,Publishing,USD,2014-07-15 00:00:00,2014-05-16 08:20:00,successful,130,US,12210.0,12210.0,12000.0,59,59
269213,43990773,Sidewinderâ„¢ Insulated Magnetic Bottle,Product Design,Design,USD,2014-04-28 00:00:00,2014-03-04 04:52:00,successful,477,US,21114.0,21114.0,15000.0,54,54
269253,440068954,Along Recovery--A Documentary Film About Soldiers Recovering from TBI and PTSD,Documentary,Film & Video,USD,2010-08-23 00:00:00,2010-06-24 00:13:00,successful,121,US,13165.0,13165.0,7500.0,59,59
269259,440082363,"RuckJack, the convertible jacket | backpack.",Product Design,Design,USD,2016-04-17 00:00:00,2016-02-17 09:20:00,successful,159,US,23734.0,23734.0,23645.0,59,59
269384,440742831,If The Static Clears - Print n' Press,Music,Music,USD,2016-09-17 00:00:00,2016-07-19 01:45:00,successful,140,US,28.0,13303.0,12500.0,59,59
269494,441314467,REMEMBERING FREDERIC,Documentary,Film & Video,USD,2011-04-03 00:00:00,2011-01-09 16:51:00,successful,165,US,50335.0,50335.0,50000.0,83,83
269621,441924370,Waggit: Wearable Health Tech for Manâ€™s Best Friend,Hardware,Technology,USD,2017-12-01 00:00:00,2017-10-10 14:44:00,successful,547,US,68214.0,124498.0,25000.0,51,51
269628,441985819,Sifting Thyme: A Foodie's Romance Visual Novel,Mobile Games,Games,USD,2017-09-03 00:00:00,2017-07-05 09:59:00,successful,165,US,210.0,9697.5,8800.0,59,59
269680,442215483,From the Ground Up: The Denver Green School Community Farm,Food,Food,USD,2011-10-01 00:00:00,2011-08-05 17:48:00,successful,276,US,17588.74,17588.74,15000.0,56,56
269786,442763587,FitOn: World's 1st Blood Oxygen Saturation Smartwatch,Wearables,Technology,USD,2017-11-19 00:00:00,2017-09-20 16:21:00,successful,2774,US,1651.0,187369.0,10000.0,59,59
269913,443407599,"""Where I Begin"" - Support Indie Film",Documentary,Film & Video,USD,2010-07-16 00:00:00,2010-05-17 22:03:00,successful,118,US,8780.0,8780.0,7500.0,59,59
270242,445124279,"""Gordon Family Tree"" The Movie",Narrative Film,Film & Video,USD,2012-07-23 00:00:00,2012-05-24 18:28:00,successful,263,US,53920.11,53920.11,50000.0,59,59
270276,445314791,FAT KIDS: Truth and Consequences,Nonfiction,Publishing,USD,2013-01-29 00:00:00,2012-11-30 23:36:00,successful,105,US,5370.0,5370.0,5000.0,59,59
270411,445936446,Reader: Dragging science publications into the 21st century,Software,Technology,USD,2015-08-07 00:00:00,2015-06-08 21:59:00,successful,692,US,23608.0,23608.0,15000.0,59,59
270422,445980482,Ainste Handcrafted Premium Luxury Dress Shirts,Fashion,Fashion,USD,2013-05-09 00:00:00,2013-03-10 00:28:00,successful,148,US,11727.0,11727.0,10000.0,59,59
270555,446678693,It Starts With YOU- 2018 Planner,Product Design,Design,USD,2017-11-05 00:00:00,2017-09-06 18:51:00,successful,172,US,2317.0,8783.0,7500.0,59,59
270578,446765867,Speed Rush - A Superbike Game for OUYA Console,Games,Games,USD,2013-11-18 00:00:00,2013-09-19 16:52:00,successful,210,US,70626.5,70626.5,60000.0,59,59
270827,448027082,iKeyboard,Product Design,Design,USD,2011-06-28 00:00:00,2011-04-29 16:09:00,successful,648,US,26424.34,26424.34,4000.0,59,59
270864,448170550,ZiGate - Universal ZigBee gateway for smarthome,Hardware,Technology,EUR,2017-08-06 00:00:00,2017-06-07 08:08:00,successful,176,FR,4190.87,10122.59,5882.49,59,59
270892,448261319,Holding On To Jah,Documentary,Film & Video,USD,2014-12-14 00:00:00,2014-10-15 09:40:00,successful,123,US,6681.0,6681.0,5000.0,59,59
270906,448333046,Crowdsourced Clothing,Fashion,Fashion,USD,2012-10-09 00:00:00,2012-08-10 18:01:00,successful,265,US,20955.11,20955.11,20000.0,59,59
270930,448461940,Monster: An Extreme Horror (feature length film),Horror,Film & Video,GBP,2017-06-18 00:00:00,2017-04-19 18:49:00,successful,252,GB,1541.55,22715.91,6362.38,59,59
270957,448589891,Help Yappy.im grow - Android SMS from computer or tablet,Software,Technology,USD,2016-08-13 00:00:00,2016-06-14 21:03:00,successful,235,US,3259.0,4817.0,1000.0,59,59
270990,448789328,Wetsleeve: The Most Convenient Wearable Hydration System,Product Design,Design,USD,2017-08-04 00:00:00,2017-06-06 16:07:00,successful,2899,US,18546.0,175279.0,25000.0,58,58
271191,44980450,FREE FORM FILM FESTIVAL,Film & Video,Film & Video,USD,2012-08-08 00:00:00,2012-06-09 00:52:00,successful,166,US,7202.08,7202.08,7000.0,59,59
271276,450099426,"The Everyday Backpack, Tote, and Sling",Product Design,Design,USD,2016-09-10 00:00:00,2016-07-13 00:47:00,successful,26359,US,1462611.0,6565782.5,500000.0,58,58
271348,45050387,A Minimal Mechanical Pencil that will Last a Lifetime 2.0,Product Design,Design,USD,2017-11-25 00:00:00,2017-09-26 17:12:00,successful,1608,US,7322.0,201785.0,5000.0,59,59
271366,450564200,Rye Coalition: The Story of the Hard Luck 5 (rockUmentary),Documentary,Film & Video,USD,2011-08-05 00:00:00,2011-06-06 08:19:00,successful,132,US,6555.0,6555.0,5500.0,59,59
271386,450657053,N Gauge Streamlined Great Western Railway Railcar,Crafts,Crafts,GBP,2014-10-25 00:00:00,2014-08-26 16:41:00,failed,139,GB,28050.52,27053.66,183647.4,59,59
271644,452123622,The Lost Lands: The Blight - Richard Pett's Crooked City,Tabletop Games,Games,USD,2016-01-18 00:00:00,2015-11-20 19:52:00,successful,795,US,121301.0,121301.0,75000.0,58,58
271748,452663398,Full Length Studio Album!!!!!!!,Rock,Music,USD,2011-12-05 00:00:00,2011-10-06 14:42:00,successful,122,US,5066.0,5066.0,5000.0,59,59
271776,45279655,Ernest Wright and Son Ltd - Scissors Hand-Made in Sheffield.,Product Design,Design,GBP,2016-08-27 00:00:00,2016-06-28 17:58:00,successful,3684,GB,106045.22,329998.41,79703.5,59,59
271836,453043440,Ball and Buck: A Minimalist Wallet for Men - 100% USA MADE,Product Design,Design,USD,2013-08-15 00:00:00,2013-06-24 22:21:00,successful,1136,US,61255.0,61255.0,10000.0,51,51
272046,454034595,The Smog Free Tower,Interactive Design,Design,EUR,2015-09-16 00:00:00,2015-07-22 11:59:00,successful,1577,NL,122550.66,129210.6,57095.22,55,55
272188,454906951,Barb Wire Dolls (from Greece) recording debut album in USA!,Rock,Music,USD,2012-10-24 00:00:00,2012-08-28 23:44:00,successful,103,US,10386.52,10386.52,10000.0,56,56
272221,455045135,The Cones of Dunshire (Canceled),Tabletop Games,Games,USD,2015-03-15 00:00:00,2015-01-14 18:24:00,canceled,274,US,46631.0,46631.0,300000.0,59,59
272225,455056666,Littlest Lovecraft: The Dunwich Horror,Children's Books,Publishing,USD,2014-03-31 00:00:00,2014-02-04 18:00:00,successful,644,US,35792.42,35792.42,10000.0,54,54
272399,455973299,Suicide or Lulu and Me in a World Made for Two,Film & Video,Film & Video,USD,2011-05-24 00:00:00,2011-03-08 20:12:00,successful,143,US,16349.0,16349.0,15000.0,76,76
272575,456848465,"LÃ©af Mount: Collapsible Stand for Ipads, Androids & Iphones",Product Design,Design,USD,2014-04-18 00:00:00,2014-02-22 07:00:00,failed,179,US,10056.0,10056.0,15000.0,54,54
272628,45712863,Radio Ambulante,Radio & Podcasts,Publishing,USD,2012-03-25 00:00:00,2012-01-25 20:14:00,successful,600,US,46032.0,46032.0,40000.0,59,59
272952,458695028,Stepdad's debut album produced by Chris Zane!,Music,Music,USD,2011-05-02 00:00:00,2011-03-02 18:12:00,successful,166,US,6112.48,6112.48,4000.0,60,60
272969,458774010,Andy Quinn - Unexpected Star - debut album,Music,Music,GBP,2017-05-05 00:00:00,2017-03-06 19:54:00,successful,104,GB,620.92,9756.35,9057.62,59,59
273009,458936806,The YogoMat (Redux),Product Design,Design,USD,2013-05-20 00:00:00,2013-03-21 22:40:00,successful,648,US,34049.99,34049.99,16000.0,59,59
273095,459299537,Namaste The Movie,Narrative Film,Film & Video,USD,2012-03-17 00:00:00,2012-01-17 18:27:00,successful,128,US,26042.06,26042.06,25000.0,59,59
273178,45978352,Genegrafter,Tabletop Games,Games,USD,2012-01-20 00:00:00,2011-11-21 18:20:00,successful,274,US,14617.87,14617.87,2500.0,59,59
273179,459795450,Shell Shocked: The New Orleans Youth Story (documentary),Documentary,Film & Video,USD,2011-03-06 00:00:00,2011-01-04 02:08:00,successful,161,US,24689.0,24689.0,20000.0,60,60
273370,460738421,The new way to experience a live concert- Music meets Circus,Music,Music,USD,2011-09-01 00:00:00,2011-07-03 18:47:00,successful,175,US,15156.0,15156.0,15000.0,59,59
273409,460919319,VENUS DE MACHO,Narrative Film,Film & Video,USD,2013-08-20 00:00:00,2013-06-21 00:57:00,successful,150,US,33218.0,33218.0,30000.0,59,59
273539,461534480,Dream Traveler: Africa,Children's Books,Publishing,USD,2012-06-03 00:00:00,2012-04-04 01:11:00,successful,134,US,7325.0,7325.0,7000.0,59,59
273545,461551688,Siege Warfare,Tabletop Games,Games,USD,2015-01-27 00:00:00,2014-11-28 23:26:00,successful,117,US,15269.0,15269.0,14000.0,59,59
273694,462380953,Save Our Symphony: Memphis,Classical Music,Music,USD,2014-04-08 00:00:00,2014-02-07 05:41:00,successful,272,US,28510.0,28510.0,25000.0,59,59
273821,463155307,Bark Bar,Drinks,Food,USD,2017-01-24 00:00:00,2016-11-25 03:47:00,successful,146,US,100.0,13536.0,5500.0,59,59
273845,463345755,The Oyster Bed: Cultivating Creative Cooking,Product Design,Design,USD,2014-12-02 00:00:00,2014-10-10 04:30:00,successful,510,US,79118.0,79118.0,50000.0,52,52
273951,463833268,Lies Grown-ups Told Me,Comics,Comics,USD,2011-04-24 00:00:00,2011-01-23 05:41:00,successful,122,US,2597.68,2597.68,1000.0,90,90
274166,465088312,Gigantic Eco-Friendly Wipes for the Masses,Product Design,Design,USD,2016-05-13 00:00:00,2016-03-14 16:17:00,successful,340,US,22038.0,22038.0,5000.0,59,59
274171,465099218,Picbot - An Automated Motorized Picture And Video Bot,Technology,Technology,USD,2016-10-30 00:00:00,2016-08-31 12:21:00,successful,1973,US,2145.0,217760.0,35000.0,59,59
274238,465434693,MindMaze Sophomore Album Project,Metal,Music,USD,2013-10-28 00:00:00,2013-09-03 23:52:00,successful,107,US,3915.66,3915.66,1800.0,54,54
274340,466101658,Saltwater Buddha the Film,Documentary,Film & Video,USD,2012-08-14 00:00:00,2012-06-15 16:18:00,successful,218,US,17464.13,17464.13,15000.0,59,59
274761,468081022,Button-Up + Laces: Quit Tying Knots!,Product Design,Design,USD,2015-03-30 00:00:00,2015-01-27 15:00:00,successful,970,US,29892.0,29892.0,9000.0,61,61
275097,469768207,Tree-O Hammock Frame -  One Frame for Three Hammocks,Design,Design,USD,2015-09-27 00:00:00,2015-07-29 18:36:00,successful,134,US,22169.0,22169.0,20000.0,59,59
275121,469870916,The Carrack's kickstarter!,Public Art,Art,USD,2011-12-04 00:00:00,2011-10-05 03:37:00,successful,199,US,12418.0,12418.0,12000.0,59,59
275170,470117918,Syzygryd Burning Man 2010,Sculpture,Art,USD,2010-07-02 00:00:00,2010-05-07 05:19:00,successful,189,US,10918.88,10918.88,8224.0,55,55
275171,470118088,"MiStand: Elegant Stand for iPhone, iPad & Android devices!",Design,Design,GBP,2013-11-21 00:00:00,2013-09-23 21:03:00,successful,558,GB,42311.74,42820.58,8100.45,58,58
275260,470545708,Piccolo LED,Product Design,Design,USD,2013-01-17 00:00:00,2012-11-18 19:16:00,successful,334,US,45538.0,45538.0,40000.0,59,59
275279,470629577,CAPITAL C - how the crowd liberates itself,Documentary,Film & Video,USD,2012-06-02 00:00:00,2012-04-04 11:57:00,successful,586,US,84298.44,84298.44,80000.0,58,58
275501,471770446,TWO new short films by Gibson Frazier,Shorts,Film & Video,USD,2010-05-18 00:00:00,2010-03-23 00:00:00,successful,139,US,12060.0,12060.0,10000.0,56,56
275545,472063,Brand New Mindless Self Indulgence Record!,Music,Music,USD,2012-12-25 00:00:00,2012-10-26 02:38:00,successful,6927,US,225045.55,225045.55,150000.0,59,59
275553,472107314,The Infinite Theatre presents 'Orpheus Descending' ....,Theater,Theater,USD,2010-09-01 00:00:00,2010-07-02 01:17:00,successful,115,US,8295.0,8295.0,8000.0,60,60
275783,473265645,Branto: The first smart home with full remote presence,Technology,Technology,USD,2015-03-08 00:00:00,2015-01-07 18:11:00,failed,374,US,122474.0,122474.0,500000.0,59,59
275784,473271428,Sant - dried superfruit infuses into a fresh beverage,Drinks,Food,USD,2015-03-17 00:00:00,2015-01-16 21:35:00,successful,487,US,15140.0,15140.0,10000.0,59,59
275786,473274126,MagnetTab: Unique device that will make Your life easier,Product Design,Design,USD,2017-04-23 00:00:00,2017-02-27 11:06:00,canceled,208,US,5086.0,46591.0,20000.0,54,54
275798,473321029,CHURCH FOREST: The Green Necklaces of Ethiopia,Documentary,Film & Video,USD,2011-11-11 00:00:00,2011-09-12 14:12:00,successful,105,US,25115.0,25115.0,25000.0,59,59
275839,473482099,The Whiskey Saints - 24 Hours,Rock,Music,USD,2011-01-02 00:00:00,2010-11-10 06:28:00,successful,111,US,4489.0,4489.0,3500.0,52,52
276262,475540590,run,Narrative Film,Film & Video,USD,2012-04-01 00:00:00,2012-02-01 04:19:00,failed,206,US,53465.0,53465.0,125000.0,59,59
276508,476735313,Make A Record With Shaun Groves,Music,Music,USD,2011-01-21 00:00:00,2010-11-10 01:44:00,successful,462,US,26806.0,26806.0,21000.0,71,71
276759,478064345,Harem Wars Card Game,Tabletop Games,Games,GBP,2017-06-24 00:00:00,2017-04-30 04:07:00,successful,546,GB,14655.87,86688.38,6489.04,54,54
276788,478190737,Ho`olohe Hou Radio,World Music,Music,USD,2015-09-01 00:00:00,2015-07-03 06:01:00,successful,109,US,9970.0,9970.0,6000.0,59,59
276823,478375825,The New Comedy Club Washington DC (Canceled),Performance Art,Art,USD,2014-09-19 00:00:00,2014-07-21 15:51:00,canceled,198,US,19291.45,19291.45,50000.0,59,59
276869,478605468,Blackbird Brewery equipment exstraviganza...,Food,Food,USD,2012-12-11 00:00:00,2012-10-12 05:05:00,successful,130,US,20358.32,20358.32,20000.0,59,59
276898,478710658,Our Story Book,Publishing,Publishing,GBP,2014-08-25 00:00:00,2014-06-26 13:18:00,successful,168,GB,7739.12,7559.9,2984.83,59,59
276902,478731910,CRAZY BITCHES  2.0,Narrative Film,Film & Video,USD,2012-12-01 00:00:00,2012-10-02 17:27:00,failed,130,US,14905.0,14905.0,50000.0,59,59
276934,478921061,Help Make Approaching Nirvana's Next Album a Reality,Electronic Music,Music,USD,2012-02-13 00:00:00,2011-12-15 21:39:00,successful,136,US,14594.02,14594.02,10000.0,59,59
277144,479979706,Smarter Stand for iPhone and iPod touch,Product Design,Design,USD,2013-04-12 00:00:00,2013-02-11 17:29:00,successful,1683,US,30484.96,30484.96,15000.0,59,59
277218,480374266,Itty Bitty Pitty In The Great Big City,Children's Books,Publishing,USD,2014-06-02 00:00:00,2014-04-03 05:43:00,successful,281,US,12786.69,12786.69,10000.0,59,59
277233,480491095,Ashley Alexander: The Brand New Album!!!,Country & Folk,Music,USD,2012-08-27 00:00:00,2012-06-28 23:45:00,successful,121,US,10625.0,10625.0,10000.0,59,59
277556,48211191,Mint Julep Jazz Band's First CD - Durham on Saturday Night,Jazz,Music,USD,2012-12-31 00:00:00,2012-11-01 21:33:00,successful,216,US,7460.0,7460.0,6000.0,59,59
277655,482698883,geoDeck - Simple Geometric Deck of Custom Playing Cards,Product Design,Design,USD,2013-05-06 00:00:00,2013-03-12 01:57:00,failed,357,US,6172.0,6172.0,12000.0,54,54
277788,48342582,Everglades Multi Media Art Book,Mixed Media,Art,USD,2010-05-14 00:00:00,2010-02-15 15:17:00,successful,110,US,10708.37,10708.37,7500.0,87,87
277855,483759912,Ultra-Thin Watches with Swiss Movements and 60s Style,Product Design,Design,USD,2015-07-11 00:00:00,2015-05-12 17:00:00,successful,722,US,105927.0,105927.0,20000.0,59,59
278014,484535776,New News is Old News: a Wonder Women Project,Art,Art,USD,2011-05-15 00:00:00,2011-03-18 01:00:00,successful,175,US,8100.0,8100.0,8000.0,57,57
278210,485452056,Pert Near Sandstone Goes to the Studio!,Music,Music,USD,2011-09-16 00:00:00,2011-07-19 15:27:00,successful,127,US,9591.0,9591.0,7500.0,58,58
278499,486874018,Do Epic Happy 2018 Planner,Publishing,Publishing,GBP,2017-09-02 00:00:00,2017-07-04 14:05:00,failed,367,GB,55.89,10124.47,15856.66,59,59
278502,486893449,Our Nixon,Film & Video,Film & Video,USD,2011-05-07 00:00:00,2011-03-05 04:18:00,successful,272,US,15673.74,15673.74,10000.0,62,62
278507,486906483,The Chocolatier - Real Chocolate made in Wellington NZ,Food,Food,NZD,2014-01-17 00:00:00,2013-11-19 09:21:00,failed,114,NZ,8727.2,8638.58,20652.62,58,58
278533,487032016,Mogics Light - A Revolutionary Multi-functional Light,Product Design,Design,USD,2014-04-29 00:00:00,2014-02-28 18:32:00,successful,2027,US,64876.0,64876.0,25000.0,59,59
278539,487048791,HAVOK - Disrupting Luxury Watches,Product Design,Design,USD,2015-03-07 00:00:00,2015-01-06 17:41:00,successful,4435,US,443777.05,443777.05,15000.0,59,59
278579,487237152,printWiFi - Upgrades Printer for WiFi Mobile Device Printing,Gadgets,Technology,USD,2015-01-17 00:00:00,2014-11-18 09:05:00,successful,180,US,20006.0,20006.0,10000.0,59,59
278637,487553800,Islamic Cartoon: Misri Bunch - Names of Allah series 2,Animation,Film & Video,GBP,2013-09-16 00:00:00,2013-07-18 07:07:00,canceled,103,GB,11307.24,11938.52,24029.22,59,59
278689,487779784,So Shall We Love - Songs of Worship and Faith,Faith,Music,CAD,2016-05-29 00:00:00,2016-03-30 04:24:00,successful,119,CA,8688.22,8810.76,7642.92,59,59
278839,488433765,FOUR,Narrative Film,Film & Video,USD,2010-02-02 00:00:00,2009-12-01 19:40:00,successful,181,US,19325.0,19325.0,18000.0,62,62
